"exportador";"cnpj_do_exportador";"porte_do_exportador";"descricao_da_operacao";"uf";"pais_destino_das_exportacoes";"numero_da_operacao";"data_da_contratacao";"moeda_sigla";"fonte_de_recursos_desembolsos";"custo_financeiro";"setor_subsetor_de_atividade";"area_operacional";"modalidade_de_apoio";"forma_de_apoio";"produto";"modalidade_operacional";"mutuario";"categoria";"situacao_da_operacao";"tipo_de_garantia"
"MAQUINAS AGRICOLAS JACTO S A";"55.064.562/0001-90";"GRANDE";"Exportação de bens";"SP";"ARGENTINA";"0983340";"2002-07-01";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"TRAMONTINA FARROUPILHA SA INDUSTRIA METALURGICA";"87.834.883/0001-13";"GRANDE";"Exportação de bens";"RS";"ESTADOS UNIDOS";"0959082";"2002-07-01";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"TRAMONTINA ELETRIK S.A.";"88.674.080/0001-01";"GRANDE";"Exportação de bens";"RS";"MEXICO";"0963795";"2002-07-04";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA";"59.876.003/0001-36";"GRANDE";"Exportação de bens";"RS";"PERU";"0955666";"2002-07-15";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"MANGELS INDUSTRIA E COMERCIO LTDA";"17.958.315/0001-49";"GRANDE";"Exportação de bens";"MG";"CANADA";"0951359";"2002-07-15";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"MARCOPOLO SA";"88.611.835/0001-29";"GRANDE";"Exportação de bens";"RS";"CHILE";"0983101";"2002-07-15";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"MARCOPOLO TRADING SA";"87.004.594/0001-97";"GRANDE";"Exportação de bens";"RS";"URUGUAI";"0985207";"2002-07-15";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"MARCOPOLO SA";"88.611.835/0001-29";"GRANDE";"Exportação de bens";"RS";"CHILE";"0996970";"2002-07-29";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"MARCOPOLO TRADING SA";"87.004.594/0001-97";"GRANDE";"Exportação de bens";"RS";"URUGUAI";"0986415";"2002-07-29";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"TECNOLOGICA INDUSTRIA E COMERCIO DE INFORMATICA LTDA";"39.803.010/0001-09";"GRANDE";"Exportação de bens";"MG";"BOLIVIA";"0859420";"2002-07-29";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/ATIVIDADES DOS SERVICOS DE TECNOLOGIA DA INFORMACAO";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"FUNDACAO CPQD - CENTRO DE PESQUISA E DESENVOLVIMENTO EM";"02.641.663/0001-10";"GRANDE";"Exportação de bens";"SP";"BOLIVIA";"0859420";"2002-08-16";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/PESQUISA E DESENVOLVIMENTO CIENTIFICO";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"MARCOPOLO SA";"88.611.835/0001-29";"GRANDE";"Exportação de bens";"RS";"URUGUAI";"0752627";"2002-08-16";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/COMERCIO POR ATACADO, EXCETO VEICULOS AUTOMOTORES E MOTOCICLETAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"MARCOPOLO SA";"88.611.835/0001-29";"GRANDE";"Exportação de bens";"RS";"URUGUAI";"0876819";"2002-08-16";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"SCANIA LATIN AMERICA LTDA";"59.104.901/0001-76";"GRANDE";"Exportação de bens";"SP";"URUGUAI";"0925166";"2002-08-16";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"TRAMONTINA SA CUTELARIA";"90.050.238/0001-14";"GRANDE";"Exportação de bens";"RS";"MEXICO";"0963796";"2002-08-16";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"SCHULZ S/A";"84.693.183/0001-68";"GRANDE";"Exportação de bens";"SC";"ESTADOS UNIDOS";"0704109";"2002-08-22";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/METALURGIA";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"TRAMONTINA SA CUTELARIA";"90.050.238/0001-14";"GRANDE";"Exportação de bens";"RS";"ESTADOS UNIDOS";"0980619";"2002-08-22";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"A CARNEVALLI CIA LTDA";"61.372.058/0001-50";"MÉDIA";"Exportação de bens";"SP";"MEXICO";"0947108";"2002-08-23";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"COMIL SILOS E SECADORES LTDA";"76.061.480/0001-62";"GRANDE";"Exportação de bens";"PR";"PARAGUAI";"0917309";"2002-08-28";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"A.R.G. S.A.";"20.520.862/0001-52";"GRANDE";"Exportação de bens";"MG";"PARAGUAI";"0967954";"2002-09-03";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"COMERCIO/SERVICOS/SERVICOS ESPECIALIZADOS PARA CONSTRUCAO";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"OURO FINO SAUDE ANIMAL LTDA";"57.624.462/0001-05";"GRANDE";"Exportação de bens";"SP";"MEXICO";"0922397";"2002-09-03";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS FARMOQUIMICOS E FARMACEUTICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CATERPILLAR BRASIL LTDA";"61.064.911/0001-77";"GRANDE";"Exportação de bens";"SP";"PERU";"0770310";"2002-09-06";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"CATERPILLAR BRASIL LTDA";"61.064.911/0001-77";"GRANDE";"Exportação de bens";"SP";"PERU";"0770310";"2002-09-10";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"INTERNATIONAL ENGINES SOUTH AMERICA LTDA";"02.267.712/0001-05";"GRANDE";"Exportação de bens";"RS";"ESTADOS UNIDOS";"0909346";"2002-09-12";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"EMBRAER S.A.";"07.689.002/0001-89";"GRANDE";"Exportação de bens";"SP";"DIVERSOS";"0918683";"2002-09-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Outras"
"MARCOPOLO SA";"88.611.835/0001-29";"GRANDE";"Exportação de bens";"RS";"ARGENTINA";"0901517";"2002-10-01";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"MARCOPOLO SA";"88.611.835/0001-29";"GRANDE";"Exportação de bens";"RS";"ARGENTINA";"0904162";"2002-10-01";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"MARCOPOLO SA";"88.611.835/0001-29";"GRANDE";"Exportação de bens";"RS";"ARGENTINA";"0904163";"2002-10-01";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA";"59.876.003/0001-36";"GRANDE";"Exportação de bens";"RS";"PERU";"0955666";"2002-10-09";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"INTERNATIONAL ENGINES SOUTH AMERICA LTDA";"02.267.712/0001-05";"GRANDE";"Exportação de bens";"RS";"ESTADOS UNIDOS";"0909346";"2002-10-09";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"A CARNEVALLI CIA LTDA";"61.372.058/0001-50";"MÉDIA";"Exportação de bens";"SP";"MEXICO";"0959601";"2002-10-10";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"A CARNEVALLI CIA LTDA";"61.372.058/0001-50";"MÉDIA";"Exportação de bens";"SP";"MEXICO";"0985015";"2002-10-10";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"OURO FINO SAUDE ANIMAL LTDA";"57.624.462/0001-05";"GRANDE";"Exportação de bens";"SP";"MEXICO";"0922397";"2002-10-15";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS FARMOQUIMICOS E FARMACEUTICOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"PRENSAS SCHULER S A";"61.068.342/0001-38";"GRANDE";"Exportação de bens";"SP";"CANADA";"0917740";"2002-10-15";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"MARCOPOLO SA";"88.611.835/0001-29";"GRANDE";"Exportação de bens";"RS";"ARGENTINA";"0758472";"2002-10-21";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"TRAMONTINA FARROUPILHA SA INDUSTRIA METALURGICA";"87.834.883/0001-13";"GRANDE";"Exportação de bens";"RS";"ESTADOS UNIDOS";"0959082";"2002-10-25";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"EMBRAER S.A.";"07.689.002/0001-89";"GRANDE";"Exportação de bens";"SP";"DIVERSOS";"0918683";"2002-10-30";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Outras"
"IPE AGRO AVICOLA LTDA";"51.060.978/0001-80";"MÉDIA";"Exportação de bens";"SP";"DIVERSOS";"0975508";"2002-11-07";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"INTERNATIONAL ENGINES SOUTH AMERICA LTDA";"02.267.712/0001-05";"GRANDE";"Exportação de bens";"RS";"ESTADOS UNIDOS";"0909346";"2002-11-22";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"EMBRAER S.A.";"07.689.002/0001-89";"GRANDE";"Exportação de bens";"SP";"DIVERSOS";"0918683";"2002-11-28";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Outras"
"JOHN DEERE BRASIL LTDA";"89.674.782/0001-58";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"0984306";"2002-11-28";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"TRAMONTINA ELETRIK S.A.";"88.674.080/0001-01";"GRANDE";"Exportação de bens";"RS";"MEXICO";"0963795";"2002-11-28";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"SCHULZ S/A";"84.693.183/0001-68";"GRANDE";"Exportação de bens";"SC";"ESTADOS UNIDOS";"0704109";"2002-12-03";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/METALURGIA";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"ALSTOM HYDRO ENERGIA BRASIL LTDA";"44.682.318/0001-75";"GRANDE";"Exportação de bens";"SP";"CHILE";"0901173";"2002-12-05";"US$ COMPRA";"FAT CAMBIAL";"Taxa flutuante em moeda estrangeira LIBOR 06";"INDUSTRIA/FABRICACAO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEICULOS AUTOMOTORES";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Buyer";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"JOHN DEERE BRASIL LTDA";"89.674.782/0001-58";"GRANDE";"Exportação de bens";"RS";"DIVERSOS";"1041864";"2002-12-12";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"JOHN DEERE BRASIL LTDA";"89.674.782/0001-58";"GRANDE";"Exportação de bens";"RS";"PARAGUAI";"0984306";"2002-12-12";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"POLIMAQUINAS INDUSTRIA E COMERCIO LIMITADA";"46.142.725/0001-15";"MÉDIA";"Exportação de bens";"SP";"PERU";"0964357";"2002-12-18";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"KARSTEN S/A";"82.640.558/0001-04";"GRANDE";"Exportação de bens";"SC";"ESTADOS UNIDOS";"0984305";"2002-12-23";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS TEXTEIS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
"MASSA FALIDA DE BUSSCAR ONIBUS S.A.";"84.683.879/0001-03";"GRANDE";"Exportação de bens";"SC";"CUBA";"0898482";"2002-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente público";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"MERCEDES-BENZ DO BRASIL LTDA.";"59.104.273/0001-29";"GRANDE";"Exportação de bens";"SP";"CHILE";"0964741";"2002-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE VEICULOS AUTOMOTORES, REBOQUES E CARROCERIAS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Seguro de crédito/FGE / Pessoal"
"TRAMONTINA SA CUTELARIA";"90.050.238/0001-14";"GRANDE";"Exportação de bens";"RS";"ESTADOS UNIDOS";"1031212";"2002-12-27";"US$ COMPRA";"FAT CAMBIAL";"Taxa de juros em moeda estrangeira";"INDUSTRIA/FABRICACAO DE PRODUTOS DE METAL, EXCETO MAQUINAS E EQUIPAMENTOS";"AREA DE INDUSTRIA E SERVICOS";"Reembolsável";"Direta";"BNDES EXIM PÓS-EMBARQUE";"Supplier";"Ente privado";"Bens de capital e demais operações";"LIQUIDADA";"Pessoal"
